30 C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc4ccccc4c3)[nH]2)cc1 0.36 0.7515447764335074 0.41437817263072285 0.7515447764335074 1
23 Nc1cc(Nc2ccnc(Nc3ccc4nc[nH]c4c3)n2)[nH]n1 0.36 0.778901489294791 0.38978301312023095 0.778901489294791 1
39 CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3c(cc2OC)CCN3C(=O)CN(C)C)nc2[nH]ccc12 0.57 0.7552846091977309 0.2719958064401144 0.7552846091977309 1
43 CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4 0.57 0.4449451400113509 0.28721839165619395 0.4449451400113509 1
33 CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCOCC4)cc3)nc1-2 0.39 0.7689594554490086 0.6345907758057626 0.7689594554490086 1
21 COc1cc2ncnc(Nc3ccccc3)c2cc1OC 0.45 0.8999622489556882 0.7940400286227499 0.8999622489556882 1
26 COc1ccc(Nc2ncnc3cc(OCCCF)c(OC)cc23)cc1 0.47 0.8557561364475804 0.611681617118893 0.8557561364475804 1
23 COc1nc(Nc2ccc(N3CCN(C)CC3)cc2)ncc1Cl 0.56 0.8576741685762939 0.9279776861517401 0.8576741685762939 1
24 CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21 0.52 0.8578744815787369 0.5984951375617662 0.8578744815787369 1
23 COc1ccc(-c2cnc3c(-c4ccccc4)cnn3c2)cc1 0.49 0.8792980956296326 0.5723518966867642 0.8792980956296326 1
27 CCn1cnc2c(Nc3cccc(Cl)c3)nc(NC3CCCCC3N)nc21 0.49 0.6991282935783353 0.615773915242391 0.6991282935783353 1
31 CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1 0.27 0.8209739830504792 0.55466520924993 0.8209739830504792 1
33 CC(=O)Nc1cnc(Nc2ccc(C(C)=O)cc2)nc1NCc1nccnc1NS(C)(=O)=O 0.34 0.7856616435938888 0.34002848334982066 0.7856616435938888 1
40 COc1ccc(Nc2nc(Nc3ccc4c(c3)[C@H]3CC[C@@H]4N3C(=O)Cc3ccccc3)ncc2C(F)(F)F)cc1 0.36 0.5594743796701304 0.26164882269029954 0.5594743796701304 1
36 CCCC(=O)OCN1C(=O)C(C)(C)Oc2ccc(Nc3nc(Nc4ccc(O)cc4)ncc3F)nc21 0.36 0.7630032341820784 0.3096055665032791 0.7630032341820784 1
18 O=C1NC(=O)/C(=C/c2ccc3ccccc3c2)S1 0.37 0.8699374435298092 0.7960515567021312 0.8699374435298092 1
29 C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1C#CCOC 0.44 0.7846532283083228 0.4844899196003328 0.7846532283083228 1
35 COc1ccc(Nc2nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3n2C(C)C)cc1 0.46 0.8093207483006799 0.40205252427329163 0.8093207483006799 1
32 COc1cc(Nc2ccccc2Cl)ccc1Nc1nccc(-c2c[nH]c3cnccc23)n1 0.39 0.818722118653446 0.2912516691348744 0.818722118653446 1
37 C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1 0.29 0.7569227028663359 0.37351787019809934 0.7569227028663359 1
38 COCc1cc(NC(=O)c2ccc(C)c(Nc3nccc(-c4cnccn4)n3)c2)cc(-c2cnn(C)c2)c1 0.41 0.7857402704601562 0.30842647933589457 0.7857402704601562 1
31 c1cn2cc(-c3ccc4c[nH]nc4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1 0.29 0.7843945985491813 0.46738531794023797 0.7843945985491813 1
